,timestamp,"('AirMonitorAgent', 'AirPollution')","('AirMonitorAgent', 'CarbonDioxide')","('AirMonitorAgent', 'ParticulateMatter')","('AirMonitorAgent', 'VolatileCompounds')","('AirconAgent', 'Aircon0Power')","('AirconAgent', 'Aircon1Power')","('AmbientSensorAgent', 'sensor0_Brightness')","('AmbientSensorAgent', 'sensor0_Humidity')","('AmbientSensorAgent', 'sensor0_Temperature')","('AmbientSensorAgent', 'sensor1_Brightness')","('AmbientSensorAgent', 'sensor1_Humidity')","('AmbientSensorAgent', 'sensor1_Temperature')","('AmbientSensorAgent', 'sensor2_Brightness')","('AmbientSensorAgent', 'sensor2_Humidity')","('AmbientSensorAgent', 'sensor2_Temperature')","('AmbientSensorAgent', 'sensor3_Brightness')","('AmbientSensorAgent', 'sensor3_Humidity')","('AmbientSensorAgent', 'sensor3_Temperature')","('DoorAgent', 'CorrectedUserCount')","('DoorAgent', 'UserCount')","('LightAgent', 'LightGroup1')","('LoungeMonnitServerAgent', 'MDoor')","('LoungeMonnitServerAgent', 'MLight')","('LoungeMonnitServerAgent', 'MRunningMachine')","('LoungeMonnitServerAgent', 'MSofa')","('LoungeMonnitServerAgent', 'MStair')","('LoungeMonnitServerAgent', 'MVendingMachine')","('LoungeMonnitServerAgent', 'seat1')","('LoungeMonnitServerAgent', 'seat2')","('LoungeMonnitServerAgent', 'seat3')","('LoungeMonnitServerAgent', 'seat4')","('LoungeMonnitServerAgent', 'seat5a')","('LoungeMonnitServerAgent', 'seat5b')","('LoungeMonnitServerAgent', 'seat5c')","('LoungeMonnitServerAgent', 'seat6a')","('LoungeMonnitServerAgent', 'seat6b')","('LoungeMonnitServerAgent', 'seat6c')","('LoungeMonnitServerAgent', 'tiltAircon0_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon0_Roll')","('LoungeMonnitServerAgent', 'tiltAircon1_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon1_Roll')","('LoungeMonnitServerAgent', 'totalSeatCount')","('PresenceInferringAgent', 'InferredPresence')","('SmartboardAgent', 'SmartboardPower')","('SoundSensorAgent', 'SoundBackWall2')","('SoundSensorAgent', 'SoundFridge')","('SoundSensorAgent', 'SoundLeftWall3')","('SoundSensorAgent', 'SoundLeftWall4')","('SoundSensorAgent', 'SoundRightWall1')","('SoundSensorAgent', 'SoundRightWall3')","('SoundSensorAgent', 'SoundTV')",changepoint
0,1527785401.0,,,,,,1,3.8033333333333332,44.04172322626995,25.048,0.4066666666666667,43.12936164295817,26.564600000000002,2.61,44.23924056836559,26.058199999999996,2.0166666666666666,45.176266127797525,26.106,,,0,0,0,0,0,0,0,0,,,,,,,,,,163.5452333333333,-178.5428,-150.53836666666666,-46.747399999999985,0.0,0,,77.60888867336583,74.96374436863586,74.35718085354232,74.47833668354163,74.13333315145913,74.13527042520653,70.07762988646415,1
1,1527785701.0,,,,,,1,2.259322222222222,44.08387875723245,25.04569,0.03931111111111111,43.12936164295817,26.488177999999998,2.058966666666667,44.23924056836559,26.014659333333334,1.098277777777778,45.245675352372814,26.06688,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,163.59033844444446,-178.67389466666665,-149.90269755555556,157.96837599999998,0.0,0,,77.60888867336583,72.98592195501773,74.35718085354232,74.47833668354163,74.13333315145913,71.2689814836955,67.10939637885323,0
2,1527786001.0,,,,,,1,0.9205000185185185,44.148943729572,25.04524285,0.0038655925925925928,43.21568555937874,26.42120417,2.0057983888888886,44.300489442397335,26.01045816777778,1.0096639814814814,45.289002934892004,26.0507932,,,0,0,0,0,1,0,0,0,0,,,,,,0,0,,163.55316015333332,-178.71166684,-150.54424759333335,121.66935128,0.0,1,,77.60888867336583,73.08159755389133,74.35718085354232,74.47833668354163,74.13333315145913,71.15344694186871,66.64516740466557,0
3,1527786301.0,,,,,,1,0.3844700001234568,44.13731075421329,25.00218495233333,3.221327160493827e-05,43.25237322385749,26.360510034749996,2.0000483199074073,44.34868353684659,25.95280381806482,1.0000805331790124,45.35642878155373,25.998539943333334,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,163.43732828097777,-178.6468555717333,-149.74844644204444,173.55738945279998,0.0,0,,77.60888867336583,70.70623911343007,74.35718085354232,74.47833668354163,74.13333315145913,69.2248427057383,66.46868929068405,0
4,1527786601.0,,,,,,1,0.20974116666872428,44.14135223126108,24.927869749205552,5.368878600823045e-07,43.28432848791818,26.360008500579163,2.00000080533179,44.36232916709776,25.891046730301085,1.0000013422196503,45.338964658519295,26.02400899905556,,,0,0,0,0,0,0,0,0,0,,0,,,,0,0,,163.5979288804683,-178.54992809261958,-150.6824140774034,178.7573123157547,0.0,0,,77.60888867336583,70.64054093550158,74.35718085354232,74.47833668354163,74.13333315145913,69.19682197256687,66.38614418105585,0
5,1527786901.0,,,,,,1,0.32954439194448903,44.237119654394995,24.88090384456612,1.1632570301783263e-08,43.37401515764125,26.360000184179217,2.0000000174488557,44.48320338771374,25.89002267915652,1.0000000290814257,45.33369002040175,25.913803528312872,,,0,0,0,0,1,0,0,0,0,,0,,,,1,1,,163.71119072561717,-178.60669736339605,-150.79675518283815,179.6280681182443,0.16333333333333333,1,,77.60888867336583,73.45211835357792,74.35718085354232,74.47833668354163,74.13333315145913,71.95764338646714,68.66897415375972,0
6,1527787201.0,,,,,,1,0.20823860979861222,44.26385152163649,24.86502259611415,2.9081425754458157e-10,43.37595174799686,26.36000000460448,2.0000000004362213,44.4858134060209,25.890000566978912,1.0000000007270358,45.41388776052283,25.868228421541158,,,0,0,0,0,1,0,0,0,0,,0,,,,0,0,,163.24709645226696,-178.5407362495226,-150.15979174236963,178.44121647123322,0.11051666666666667,1,,77.60888867336583,73.03539275962744,74.35718085354232,74.47833668354163,74.13333315145913,71.50153816813236,67.39841718669435,0
7,1527787501.0,,,,,,1,0.006247158293958366,44.29382857815941,24.816550677883427,8.724427726337447e-12,43.479588614179626,26.360000000138132,2.000000000013087,44.539728003056545,25.890000017009363,1.000000000021811,45.4836314134214,25.883080185979573,,,0,0,0,0,1,0,0,0,0,0,0,,,,1,1,0,163.5659924371698,-178.59438221453001,-150.30134652903945,151.65705360785387,0.7185086111111111,1,,77.60888867336583,74.4008601723038,74.35718085354232,74.47833668354163,74.13333315145913,72.84726010188716,68.13773441206759,0
8,1527787801.0,,,,,,1,0.0002082386097986122,44.33539987735168,24.83921835592945,2.9081425754458157e-13,43.498663529074605,26.360000000004604,2.000000000000436,44.606884469931,25.890000000566975,1.000000000000727,45.456369791595314,25.82028600619932,,,0,1,1,1,1,0,1,0,0,0,0,0,,,0,0,0,163.30149949581136,-178.55935881430202,-149.77342666572164,174.46502069065542,0.5303084768518519,1,,77.60888867336583,74.50645612998774,74.35718085354232,74.47833668354163,74.13333315145913,73.38614949490295,67.88032907347959,0
9,1527788101.0,,,,,,1,0.756674649146709,44.45483133670915,24.856770036977295,1.1147879872542294e-14,43.617888689303804,26.314716666666847,2.000000000000017,44.60911144012564,25.890000000021736,1.0000000000000278,45.59884285071952,25.871927630237643,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,163.58082414733946,-178.57867542121488,-151.07145664443345,178.85382524139098,0.9295202655632715,0,,77.60888867336583,74.88682599760281,74.35718085354232,74.47833668354163,74.13333315145913,73.12411220307915,68.26232412195647,0
