,timestamp,"('AirMonitorAgent', 'AirPollution')","('AirMonitorAgent', 'CarbonDioxide')","('AirMonitorAgent', 'ParticulateMatter')","('AirMonitorAgent', 'VolatileCompounds')","('AirconAgent', 'Aircon0Power')","('AirconAgent', 'Aircon1Power')","('AmbientSensorAgent', 'sensor0_Brightness')","('AmbientSensorAgent', 'sensor0_Humidity')","('AmbientSensorAgent', 'sensor0_Temperature')","('AmbientSensorAgent', 'sensor1_Brightness')","('AmbientSensorAgent', 'sensor1_Humidity')","('AmbientSensorAgent', 'sensor1_Temperature')","('AmbientSensorAgent', 'sensor2_Brightness')","('AmbientSensorAgent', 'sensor2_Humidity')","('AmbientSensorAgent', 'sensor2_Temperature')","('AmbientSensorAgent', 'sensor3_Brightness')","('AmbientSensorAgent', 'sensor3_Humidity')","('AmbientSensorAgent', 'sensor3_Temperature')","('DoorAgent', 'CorrectedUserCount')","('DoorAgent', 'UserCount')","('LightAgent', 'LightGroup1')","('LoungeMonnitServerAgent', 'MDoor')","('LoungeMonnitServerAgent', 'MLight')","('LoungeMonnitServerAgent', 'MRunningMachine')","('LoungeMonnitServerAgent', 'MSofa')","('LoungeMonnitServerAgent', 'MStair')","('LoungeMonnitServerAgent', 'MVendingMachine')","('LoungeMonnitServerAgent', 'seat1')","('LoungeMonnitServerAgent', 'seat2')","('LoungeMonnitServerAgent', 'seat3')","('LoungeMonnitServerAgent', 'seat4')","('LoungeMonnitServerAgent', 'seat5a')","('LoungeMonnitServerAgent', 'seat5b')","('LoungeMonnitServerAgent', 'seat5c')","('LoungeMonnitServerAgent', 'seat6a')","('LoungeMonnitServerAgent', 'seat6b')","('LoungeMonnitServerAgent', 'seat6c')","('LoungeMonnitServerAgent', 'tiltAircon0_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon0_Roll')","('LoungeMonnitServerAgent', 'tiltAircon1_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon1_Roll')","('LoungeMonnitServerAgent', 'totalSeatCount')","('PresenceInferringAgent', 'InferredPresence')","('SmartboardAgent', 'SmartboardPower')","('SoundSensorAgent', 'SoundBackWall2')","('SoundSensorAgent', 'SoundFridge')","('SoundSensorAgent', 'SoundLeftWall3')","('SoundSensorAgent', 'SoundLeftWall4')","('SoundSensorAgent', 'SoundRightWall1')","('SoundSensorAgent', 'SoundRightWall3')","('SoundSensorAgent', 'SoundTV')",changepoint
10,1527791401.0,,,,,,1,0.4287311737516505,45.01499120186867,24.653077740869115,3.964090601661332e-18,44.1616377548216,26.130000102419952,2.0,45.21306342635483,25.767800363407407,1.0,45.99940833273053,25.856535996218266,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.78720163434872,-178.64991995634034,-149.86585507913242,177.63781842965236,6.444488480480805e-11,0,,77.60933879104925,73.31063962339626,74.35840820069409,74.48438011053379,74.13469819979068,71.90584190983674,66.59897107315007,0
11,1527792001.0,,,,,,1,0.8828637989063187,45.118668324588725,24.706011572536216,1.651704417358888e-19,44.23600711780125,26.130000004267494,2.0,45.31827268200794,25.779491681808643,1.0,46.03001576238162,25.839288999842427,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.35985771569713,-178.6843975986902,-149.92456731904065,178.4994428862229,1.933346544144242e-12,0,,77.60933879104925,73.58582282514284,74.35840820069409,74.48438011053379,74.13469819979068,71.7398000135268,66.68844628161575,0
12,1527792601.0,,,,,,1,0.6115690531657553,45.165283595603974,24.673388342977113,1.3764203477990733e-22,44.280755566959066,26.13000000000356,2.0,45.336659033469296,25.75189957640151,1.0,46.04089483809782,25.8247827408332,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.35719454576838,-178.81291857461648,-150.78210008056323,142.19490364397188,7.411161752552927e-14,0,,77.60933879104925,74.79532317123272,74.35840820069409,74.48438011053379,74.13469819979068,72.81442571927234,66.76630457363093,0
13,1527793201.0,,,,,,1,0.4894490238649909,45.20011941060768,24.62315055009644,1.3764203477990733e-24,44.36174240014635,26.05710000000004,2.0,45.39893944081332,25.673018995764014,1.0,46.083316243059635,25.82243116074167,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,163.53617790153996,-178.65452272049046,-122.49825116894931,179.48360560324588,0.1583333333333354,1,,77.60933879104925,72.56121554400283,74.35840820069409,74.48438011053379,74.13469819979068,70.56573950222328,66.40758839291078,0
14,1527793801.0,,,,,,1,0.17773202458430398,45.23357153500071,24.51093846796002,2.4087356086483782e-26,44.45000048177149,26.047324250000006,2.0,45.43343779538612,25.660227832425875,1.0,46.05523119899651,25.780742545312982,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.58309222841035,-178.63073446935786,-148.2605958917808,142.35124694682895,0.9985972222222221,0,,77.60933879104925,73.3628985117946,74.35840820069409,74.48438011053379,74.13469819979068,71.53878816976425,66.85075506911038,0
15,1527794401.0,,,,,,1,0.5837580773017612,45.35548626245029,24.5736159104223,6.22256698900831e-28,44.47251867887193,26.12786420979166,2.0,45.471431833583324,25.660005885671005,1.0,46.122386681803185,25.85500251575392,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.67638925561744,-178.62020734469357,-149.79016429225115,179.04272913613494,0.9999859722222222,0,,77.60933879104925,73.59928140253864,74.35840820069409,74.48438011053379,74.13469819979068,72.7466370351624,66.76215583387996,0
16,1527795001.0,,,,,,1,0.5220262772546347,45.40181890701529,24.557063797387322,1.8149153717940904e-29,44.48549061475529,26.117837706118923,2.0,45.547224048665285,25.660000171665406,1.0,46.11477816727771,25.913079240042826,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.50642546968632,-178.6501788013194,-149.96151134535793,-3.4162999658375277,0.9999997428240742,0,,77.60933879104925,72.68379023740034,74.35840820069409,74.48438011053379,74.13469819979068,71.03232762798397,66.47045798348522,0
17,1527795601.0,,,,,,1,0.5070025644728666,45.42367878661329,24.569383013077402,6.200960853629809e-31,44.56962176655255,26.070884454959064,2.0,45.570978491146434,25.66000000586524,1.0,46.07758621847281,25.934188540701467,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.29811425469686,-178.68465178801318,-150.02729011345357,176.8840536670083,0.9999999974282407,0,,77.60933879104925,72.02871966720676,74.35840820069409,74.48438011053379,74.13469819979068,70.61105114392126,66.28544606288816,0
18,1527796201.0,,,,,,1,0.714857600441854,45.53290889095714,24.5695591680122,2.428709667671675e-32,44.58278054520528,26.127684641152563,2.0,45.55748441117631,25.660000000229726,1.0,46.005965898818296,25.982930717844148,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.53740552321503,-178.66078082593688,-150.47790639384118,142.71111102861764,0.999999999950708,0,,77.60933879104925,74.6066598748918,74.35840820069409,74.48438011053379,74.13469819979068,73.20590753191699,66.6151208733659,0
19,1527796801.0,,,,,,1,0.7457395440195153,45.556398465985644,24.566022196587205,1.0726801032216564e-33,44.59549582043778,26.129897738317563,2.11,45.62582365196163,25.66000000001015,1.0,46.01086396404525,26.02750444003812,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,163.23477031855506,-178.6848298060466,-150.4396840924973,105.28372221995363,0.9999999999986445,1,,77.60933879104925,74.15932614910461,74.35840820069409,74.48438011053379,74.13469819979068,72.33462474459442,66.50750025810288,0
20,1527797401.0,,,,,,1,1.944998860914293,45.539563268718354,24.549929424665542,0.3425,44.60852641100632,26.11389497213395,4.352075,45.68941903190899,25.6600000000005,2.7733333333333334,45.955092708355224,26.039160634968542,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.38931039458674,-178.5591942732221,-150.2782387708479,136.40916745368293,0.9999999999999875,0,,77.60933879104925,72.82393505908003,74.35840820069409,74.48438011053379,74.13469819979068,71.23530850225183,66.33265133136851,0
21,1527798001.0,,,,,,1,5.139541657174286,45.63300628523961,24.541649411872214,4.093687500000001,44.60919459517504,26.09836579143445,6.938767291666666,45.65902182595353,25.660000000000007,7.634777777777778,45.95309282401254,26.034443005291408,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.31337959857194,-178.61541089978138,-150.17385251182316,178.03095209710614,0.9999999999999998,0,,77.60933879104925,73.83355098261968,74.35840820069409,74.48438011053379,74.13469819979068,72.44836350142928,66.59192221116317,0
22,1527798601.0,,,,,,1,8.816376076238594,45.667566230667504,24.565617782354646,9.408983385416667,44.609200121263996,26.129499125031046,11.416530482118056,45.70569347354589,25.660000000000004,14.732550648148147,45.90303691112061,26.04678701425045,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.43116230629647,-178.65261478157768,-150.3964911898888,178.88077459584193,1.0,0,,77.60933879104925,74.5378663278974,74.35840820069409,74.48438011053379,74.13469819979068,72.98010442717988,66.78470499961392,0
23,1527799201.0,,,,,,1,13.705715441778903,45.68036737077822,24.565739414921612,15.683709612326389,44.60920020809362,26.129988312917387,16.315552377916088,45.71876680346148,25.660000000000004,23.331259515123456,45.881220930840605,26.12805836366584,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.5354156807204,-178.67858318402187,-149.95131885831276,178.97544377752115,1.0,0,,77.60933879104925,73.58681452436501,74.35840820069409,74.48438011053379,74.13469819979068,71.52382924426334,66.68279564861767,0
24,1527799801.0,,,,,,1,18.610926226121517,45.645024026705926,24.533951965293415,22.444414379713397,44.609200210104085,26.093299639648286,21.984729531652413,45.7062236844394,25.66,32.56271383504964,45.88141412192939,26.129940132879696,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.32298467949786,-178.60829693797427,-150.07657381719355,35.29661089702592,1.0,0,,77.60933879104925,71.92539248240705,74.35840820069409,74.48438011053379,74.13469819979068,70.36440891663351,66.5431056756177,0
25,1527800401.0,,,,,,1,24.45976127718976,45.666953458138266,24.541004785307333,29.768239563205444,44.60920021016555,26.128562569219557,27.70356857332305,45.72515269070471,25.66,42.57287295853945,45.856464629012734,26.142197655204455,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.45916082056624,-178.61017358078166,-150.14722214484766,142.22095550908085,1.0,0,,77.60933879104925,73.65311096764886,74.35840820069409,74.48438011053379,74.13469819979068,71.80411012090961,66.67700114442019,0
26,1527801001.0,,,,,,1,29.507988063859486,45.66138997170194,24.503550239265362,36.97257864482694,44.60920021016792,26.129928128460975,33.67267842866615,45.762133705273584,25.66,52.008643647926974,45.89808241025268,26.18410988276022,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.47972074564183,-178.6349609370451,-149.72891666550606,69.23538933263622,1.0,0,,77.60933879104925,74.6979027320048,74.35840820069409,74.48438011053379,74.13469819979068,72.73549299837109,66.56588894428631,0
27,1527801601.0,,,,,,1,35.36878328359942,45.74802446913489,24.544231459330273,44.01738574435345,44.609200210168055,26.12999970053525,39.73613616011944,45.78934532842405,25.660000000000004,62.13420268186636,45.87428313300585,26.201425457844834,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.0714907358188,-178.63577486979014,-127.92692972221836,144.06192629777547,1.0,0,,77.60933879104925,74.27630111150687,74.35840820069409,74.48438011053379,74.13469819979068,72.27080280531847,66.50468658109126,0
28,1527802201.0,,,,,,1,40.99693254129366,45.79205495513168,24.577490069278312,50.752630393082654,44.60920021016805,26.129999997754012,45.243854354534236,45.81702883769652,25.660000000000004,71.21183985344733,45.85836143182915,26.189135690933835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.18749684400865,-178.6530575174696,-149.821204017824,110.33923309602585,1.0,0,,77.60933879104925,75.00441084023865,74.35840820069409,74.48438011053379,74.13469819979068,72.52895508481409,66.74504692669176,0
