,timestamp,"('AirMonitorAgent', 'AirPollution')","('AirMonitorAgent', 'CarbonDioxide')","('AirMonitorAgent', 'ParticulateMatter')","('AirMonitorAgent', 'VolatileCompounds')","('AirconAgent', 'Aircon0Power')","('AirconAgent', 'Aircon1Power')","('AmbientSensorAgent', 'sensor0_Brightness')","('AmbientSensorAgent', 'sensor0_Humidity')","('AmbientSensorAgent', 'sensor0_Temperature')","('AmbientSensorAgent', 'sensor1_Brightness')","('AmbientSensorAgent', 'sensor1_Humidity')","('AmbientSensorAgent', 'sensor1_Temperature')","('AmbientSensorAgent', 'sensor2_Brightness')","('AmbientSensorAgent', 'sensor2_Humidity')","('AmbientSensorAgent', 'sensor2_Temperature')","('AmbientSensorAgent', 'sensor3_Brightness')","('AmbientSensorAgent', 'sensor3_Humidity')","('AmbientSensorAgent', 'sensor3_Temperature')","('DoorAgent', 'CorrectedUserCount')","('DoorAgent', 'LoungeNumber')","('DoorAgent', 'UserCount')","('LightAgent', 'LightGroup1')","('LightAgent', 'Luminosity')","('LoungeMonnitServerAgent', 'MDoor')","('LoungeMonnitServerAgent', 'MLight')","('LoungeMonnitServerAgent', 'MRunningMachine')","('LoungeMonnitServerAgent', 'MSofa')","('LoungeMonnitServerAgent', 'MStair')","('LoungeMonnitServerAgent', 'MVendingMachine')","('LoungeMonnitServerAgent', 'seat1')","('LoungeMonnitServerAgent', 'seat2')","('LoungeMonnitServerAgent', 'seat3')","('LoungeMonnitServerAgent', 'seat4')","('LoungeMonnitServerAgent', 'seat5a')","('LoungeMonnitServerAgent', 'seat5b')","('LoungeMonnitServerAgent', 'seat5c')","('LoungeMonnitServerAgent', 'seat6a')","('LoungeMonnitServerAgent', 'seat6b')","('LoungeMonnitServerAgent', 'seat6c')","('LoungeMonnitServerAgent', 'tiltAircon0_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon0_Roll')","('LoungeMonnitServerAgent', 'tiltAircon1_Pitch')","('LoungeMonnitServerAgent', 'tiltAircon1_Roll')","('LoungeMonnitServerAgent', 'totalSeatCount')","('PresenceInferringAgent', 'InferredPresence')","('SmartboardAgent', 'SmartboardPower')","('SoundSensorAgent', 'SoundBackWall2')","('SoundSensorAgent', 'SoundFridge')","('SoundSensorAgent', 'SoundLeftWall3')","('SoundSensorAgent', 'SoundLeftWall4')","('SoundSensorAgent', 'SoundRightWall1')","('SoundSensorAgent', 'SoundRightWall3')","('SoundSensorAgent', 'SoundTV')","('StandLightAgent', 'Power')","('StandLightAgent', 'Standlightlevel')"
10,1527784801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,5.368050969054758,43.93159039380875,25.03922195802829,4.001342005686106,43.03467875967756,26.53945210795459,8.006886499387377,44.119535695632706,26.08910400015,11.001525104485674,45.0984701582785,26.047692023701583,,25.9634705,,1,,1,1,1,0,1,1,0,,0,0,0,0,0,,0,0,163.4386892776617,-178.6028649116472,-146.83286545738576,179.14086206193886,0.21916846790075434,1,0,77.31985702975965,78.7492358265466,69.66024853860824,70.25998951377876,68.9044944033288,74.2331779598516,70.0995940661388,0,0.21080000000000002
11,1527785401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,3.1952023360816764,44.057938730583786,25.0464976730763,0.5700615085939464,43.12502201080781,26.530524888281253,2.8553156312219214,44.23375409503199,26.03772560000688,2.4250699006222596,45.20752892519565,26.083827551086323,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.57195028263743,-178.61112747806226,-150.06149107899378,102.9116458328239,0.0005479211697518858,0,0,77.60733243937685,74.04619458171587,74.32173263314094,74.45187067393968,74.11221747210493,72.73957491050112,68.64746799146022,0,0.21080000000000002
12,1527786001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.698764114857349,44.14215284671174,25.02383613559292,0.028028024172535703,43.23397017622147,26.392684140340496,2.0420530185350776,44.318512139747554,25.982763175333677,1.0700659367805945,45.32109081121533,26.025829854595077,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.49430425423955,-178.6787085788376,-150.21815569951823,149.4592330208257,8.218817546278287e-06,0,0,77.60733243937685,71.89948476053563,74.32173263314094,74.45187067393968,74.11221747210493,70.20251940294355,66.5645708532198,0,0.21080000000000002
13,1527786601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.30915636762381127,44.19383081386784,24.90831530112994,0.0002335668681044642,43.330011587308704,26.36027236783617,2.0003504418211255,44.42734738330703,25.890773026461112,1.000583882806505,45.33131283843275,25.964281915454965,,25.9634705,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,163.63278692021188,-178.58491559048235,-150.75500679641624,179.15624102751735,0.0816666735156813,1,0,77.60733243937685,72.07358112849856,74.32173263314094,74.45187067393968,74.11221747210493,70.59703639287747,67.52921144427658,0,0.21080000000000002
14,1527787201.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.10386445459529764,44.2779297750923,24.840753941264126,2.9195858513058026e-06,43.42722088130154,26.360003404597958,2.000004380522764,44.51207350833682,25.89000966283076,1.0000072985350812,45.44775834819626,25.872670190609856,,25.9634705,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,163.39449071204342,-178.55986682388124,-150.2333711561631,165.0332464488071,0.40971250032532824,1,0,77.60733243937685,73.72043066065184,74.32173263314094,74.45187067393968,74.11221747210493,72.18161391140879,67.76015547267522,0,0.21080000000000002
15,1527787801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.411731074243255,44.39927633415428,24.852212565687733,4.865976418843004e-08,43.56132105017759,26.33735839007663,2.0000000730087124,44.6075814318042,25.89000016104718,1.0000001216422514,45.52731643707358,25.845161169843497,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.51679135706812,-178.5734372274627,-150.49740873897704,177.80708157610795,0.7242476041693777,0,0,77.60733243937685,74.68659012016455,74.32173263314094,74.45187067393968,74.11221747210493,73.2442765947751,68.0656421919523,0,0.21080000000000002
16,1527788401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.8836266101894148,44.56973084640098,24.828105314142192,1.216494104710751e-09,43.68235703651361,26.252183959751918,2.0000000018252178,44.695278123995216,25.890000004026177,1.0000000030410563,45.664340516469615,25.855512362579418,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.44105329732113,-178.61203098844774,-149.88258920307908,179.03766283990046,0.7138510316840391,0,0,77.60733243937685,71.75291632373212,74.32173263314094,74.45187067393968,74.11221747210493,70.08711065513211,67.26588213683829,0,0.21080000000000002
17,1527789001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.578078487147507,44.65988035453808,24.78943324718605,3.750856822858149e-11,43.80175473308569,26.231667338759014,2.0000000000562776,44.925600608739686,25.890000000124136,1.0000000000937659,45.7167747620834,25.8464032978462,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.69369868864877,-178.67788853992298,-149.5111255946872,178.844392752266,0.004759006877893593,0,0,77.60733243937685,73.04213475206036,74.32173263314094,74.45187067393968,74.11221747210493,71.40169366020721,66.55102990743441,0,0.21080000000000002
18,1527789601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.573070591024042,44.78345715112322,24.788771662359302,1.8754284114290747e-12,43.93301118524953,26.14728336693795,2.000000000002814,45.04358845816928,25.841325000006208,1.0000000000046882,45.811145527650005,25.85436183155898,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.48523698688646,-178.65788721873258,-150.48343625594688,179.08676892752268,4.759006877893593e-05,0,0,77.60733243937685,73.85191876076642,74.32173263314094,74.45187067393968,74.11221747210493,71.46221507432189,66.5315605520784,0,0.21080000000000002
19,1527790201.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.666320470606827,44.852068889085395,24.79995847774906,1.250285607619383e-14,43.99220354301784,26.130115222446253,2.000000000000019,45.117913175419126,25.780408833333375,1.0000000000000313,45.89922610436402,25.84237074554373,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.51670118493442,-178.65953110276033,-114.7249588479464,144.4381505113043,2.3795034389467965e-07,0,0,77.60733243937685,74.72688339089423,74.32173263314094,74.45187067393968,74.11221747210493,70.96757333133964,66.5085049085079,0,0.21080000000000002
20,1527790801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.7119352125495154,44.9318894354465,24.73433222607331,3.334094953651688e-16,44.10316703972547,26.130003072598566,2.000000000000001,45.222922641498776,25.780010902222223,1.0000000000000007,45.90660201116674,25.837579886547832,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.32507543147835,-178.64284413878448,-149.39600365226602,105.91623521472465,2.9743792986834957e-09,0,0,77.60733243937685,71.1115854925054,74.32173263314094,74.45187067393968,74.11221747210493,69.6306849688549,66.42692441515766,0,0.21080000000000002
21,1527791401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.4287311737516505,45.01499120186867,24.653077740869115,1.1113649845505626e-17,44.1616377548216,26.130000102419952,2.0,45.21306342635483,25.767800363407407,1.0,45.99940833273053,25.856535996218266,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.78720163434872,-178.64991995634034,-149.86585507913242,177.63781842965236,6.444488480480907e-11,0,0,77.60733243937685,73.31063962339626,74.32173263314094,74.45187067393968,74.11221747210493,71.90584190983674,66.59897107315007,0,0.21080000000000002
22,1527792001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.8828637989063187,45.118668324588725,24.706011572536216,4.630687435627344e-19,44.23600711780125,26.130000004267494,2.0,45.31827268200794,25.779491681808643,1.0,46.03001576238162,25.839288999842427,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.35985771569713,-178.6843975986902,-149.92456731904065,178.4994428862229,1.933346544144272e-12,0,0,77.60733243937685,73.58582282514284,74.32173263314094,74.45187067393968,74.11221747210493,71.7398000135268,66.68844628161575,0,0.21080000000000002
23,1527792601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.6115690531657553,45.165283595603974,24.673388342977113,3.85890619635612e-22,44.280755566959066,26.13000000000356,2.0,45.336659033469296,25.75189957640151,1.0,46.04089483809782,25.8247827408332,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.35719454576838,-178.81291857461648,-150.78210008056323,142.19490364397188,7.411161752553044e-14,0,0,77.60733243937685,74.79532317123272,74.32173263314094,74.45187067393968,74.11221747210493,72.81442571927234,66.76630457363093,0,0.21080000000000002
24,1527793201.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.4894490238649909,45.20011941060768,24.62315055009644,3.85890619635612e-24,44.36174240014635,26.05710000000004,2.0,45.39893944081332,25.673018995764014,1.0,46.083316243059635,25.82243116074167,,25.9634705,,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,163.53617790153996,-178.65452272049046,-122.49825116894931,179.48360560324588,0.1583333333333354,1,0,77.60733243937685,72.56121554400283,74.32173263314094,74.45187067393968,74.11221747210493,70.56573950222328,66.40758839291078,0,0.21080000000000002
25,1527793801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.17773202458430398,45.23357153500071,24.51093846796002,6.75308584362321e-26,44.45000048177149,26.047324250000006,2.0,45.43343779538612,25.660227832425875,1.0,46.05523119899651,25.780742545312982,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.58309222841035,-178.63073446935786,-148.2605958917808,142.35124694682895,0.9985972222222221,0,0,77.60733243937685,73.3628985117946,74.32173263314094,74.45187067393968,74.11221747210493,71.53878816976425,66.85075506911038,0,0.21080000000000002
26,1527794401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.5837580773017612,45.35548626245029,24.5736159104223,1.7445471762693292e-27,44.47251867887193,26.12786420979166,2.0,45.471431833583324,25.660005885671005,1.0,46.122386681803185,25.85500251575392,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.67638925561744,-178.62020734469357,-149.79016429225115,179.04272913613494,0.9999859722222222,0,0,77.60733243937685,73.59928140253864,74.32173263314094,74.45187067393968,74.11221747210493,72.7466370351624,66.76215583387996,0,0.21080000000000002
27,1527795001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.5220262772546347,45.40181890701529,24.557063797387322,5.08826259745221e-29,44.48549061475529,26.117837706118923,2.0,45.547224048665285,25.660000171665406,1.0,46.11477816727771,25.913079240042826,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.50642546968632,-178.6501788013194,-149.96151134535793,-3.4162999658375277,0.9999997428240742,0,0,77.60733243937685,72.68379023740034,74.32173263314094,74.45187067393968,74.11221747210493,71.03232762798397,66.47045798348522,0,0.21080000000000002
28,1527795601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.5070025644728666,45.42367878661329,24.569383013077402,1.7384897207961717e-30,44.56962176655255,26.070884454959064,2.0,45.570978491146434,25.66000000586524,1.0,46.07758621847281,25.934188540701467,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.29811425469686,-178.68465178801318,-150.02729011345357,176.8840536670083,0.9999999974282407,0,0,77.60733243937685,72.02871966720676,74.32173263314094,74.45187067393968,74.11221747210493,70.61105114392126,66.28544606288816,0,0.21080000000000002
29,1527796201.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.714857600441854,45.53290889095714,24.5695591680122,6.809084739785006e-32,44.58278054520528,26.127684641152563,2.0,45.55748441117631,25.660000000229726,1.0,46.005965898818296,25.982930717844148,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.53740552321503,-178.66078082593688,-150.47790639384118,142.71111102861764,0.999999999950708,0,0,77.60733243937685,74.6066598748918,74.32173263314094,74.45187067393968,74.11221747210493,73.20590753191699,66.6151208733659,0,0.21080000000000002
30,1527796801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,0.7457395440195153,45.556398465985644,24.566022196587205,3.007345760071711e-33,44.59549582043778,26.129897738317563,2.11,45.62582365196163,25.66000000001015,1.0,46.01086396404525,26.02750444003812,,25.9634705,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,163.23477031855506,-178.6848298060466,-150.4396840924973,105.28372221995363,0.9999999999986445,1,0,77.60733243937685,74.15932614910461,74.32173263314094,74.45187067393968,74.11221747210493,72.33462474459442,66.50750025810288,0,0.21080000000000002
31,1527797401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,1.944998860914293,45.539563268718354,24.549929424665542,0.3425,44.60852641100632,26.11389497213395,4.352075,45.68941903190899,25.6600000000005,2.7733333333333334,45.955092708355224,26.039160634968542,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.38931039458674,-178.5591942732221,-150.2782387708479,136.40916745368293,0.9999999999999875,0,0,77.60733243937685,72.82393505908003,74.32173263314094,74.45187067393968,74.11221747210493,71.23530850225183,66.33265133136851,0,0.21080000000000002
32,1527798001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,5.139541657174286,45.63300628523961,24.541649411872214,4.093687500000001,44.60919459517504,26.09836579143445,6.938767291666666,45.65902182595353,25.660000000000007,7.634777777777778,45.95309282401254,26.034443005291408,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.31337959857194,-178.61541089978138,-150.17385251182316,178.03095209710614,0.9999999999999998,0,0,77.60733243937685,73.83355098261968,74.32173263314094,74.45187067393968,74.11221747210493,72.44836350142928,66.59192221116317,0,0.21080000000000002
33,1527798601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,8.816376076238594,45.667566230667504,24.565617782354646,9.408983385416667,44.609200121263996,26.129499125031046,11.416530482118056,45.70569347354589,25.660000000000004,14.732550648148147,45.90303691112061,26.04678701425045,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.43116230629647,-178.65261478157768,-150.3964911898888,178.88077459584193,1.0,0,0,77.60733243937685,74.5378663278974,74.32173263314094,74.45187067393968,74.11221747210493,72.98010442717988,66.78470499961392,0,0.21080000000000002
34,1527799201.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,13.705715441778903,45.68036737077822,24.565739414921612,15.683709612326389,44.60920020809362,26.129988312917387,16.315552377916088,45.71876680346148,25.660000000000004,23.331259515123456,45.881220930840605,26.12805836366584,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.5354156807204,-178.67858318402187,-149.95131885831276,178.97544377752115,1.0,0,0,77.60733243937685,73.58681452436501,74.32173263314094,74.45187067393968,74.11221747210493,71.52382924426334,66.68279564861767,0,0.21080000000000002
35,1527799801.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,18.610926226121517,45.645024026705926,24.533951965293415,22.444414379713397,44.609200210104085,26.093299639648286,21.984729531652413,45.7062236844394,25.66,32.56271383504964,45.88141412192939,26.129940132879696,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.32298467949786,-178.60829693797427,-150.07657381719355,35.29661089702592,1.0,0,0,77.60733243937685,71.92539248240705,74.32173263314094,74.45187067393968,74.11221747210493,70.36440891663351,66.5431056756177,0,0.21080000000000002
36,1527800401.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,24.45976127718976,45.666953458138266,24.541004785307333,29.768239563205444,44.60920021016555,26.128562569219557,27.70356857332305,45.72515269070471,25.66,42.57287295853945,45.856464629012734,26.142197655204455,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.45916082056624,-178.61017358078166,-150.14722214484766,142.22095550908085,1.0,0,0,77.60733243937685,73.65311096764886,74.32173263314094,74.45187067393968,74.11221747210493,71.80411012090961,66.67700114442019,0,0.21080000000000002
37,1527801001.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,29.507988063859486,45.66138997170194,24.503550239265362,36.97257864482694,44.60920021016792,26.129928128460975,33.67267842866615,45.762133705273584,25.66,52.008643647926974,45.89808241025268,26.18410988276022,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.47972074564183,-178.6349609370451,-149.72891666550606,69.23538933263622,1.0,0,0,77.60733243937685,74.6979027320048,74.32173263314094,74.45187067393968,74.11221747210493,72.73549299837109,66.56588894428631,0,0.21080000000000002
38,1527801601.0,71.40664084234595,2433.544900852895,15.471682489226371,671.219489887966,0,1,35.36878328359942,45.74802446913489,24.544231459330273,44.01738574435345,44.609200210168055,26.12999970053525,39.73613616011944,45.78934532842405,25.660000000000004,62.13420268186636,45.87428313300585,26.201425457844834,,25.9634705,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.0714907358188,-178.63577486979014,-127.92692972221836,144.06192629777547,1.0,0,0,77.60733243937685,74.27630111150687,74.32173263314094,74.45187067393968,74.11221747210493,72.27080280531847,66.50468658109126,0,0.21080000000000002
