2018-06-20,14:22:18,14:46:55,Have a rest,1
2018-06-20,14:45:10,14:58:12,Have a rest,1
2018-06-20,14:49:37,14:56:51,Have a rest,1
2018-06-20,15:00:25,16:00:58,Eating+Chatting,2
2018-06-20,16:25:54,16:38:25,Studying,1
2018-06-20,16:46:26,16:47:13,Phone Call,1
2018-06-20,17:19:18,17:46:30,Have a rest,1
2018-06-20,17:59:33,18:16:00,Eating,1
2018-06-20,18:53:05,19:08:31,Eating,1
2018-06-20,19:08:31,19:22:32,Have a rest,1
2018-06-20,20:01:36,20:22:09,Have a rest,1
2018-06-20,21:24:08,21:27:41,Phone Call,1
2018-06-20,21:42:04,22:01:40,Sleeping,1
2018-06-20,23:22:15,0:30:47,Phone Call,1
2018-06-21,3:18:34,9:28:24,Sleeping,1
2018-06-21,5:43:03,6:35:33,Sleeping,1
2018-06-21,5:44:25,6:16:49,Sleeping,1
2018-06-21,7:49:12,10:02:46,Sleeping,1
2018-06-21,9:37:24,9:44:36,Eating,1
2018-06-21,10:53:27,11:24:32,Have a rest,1
2018-06-21,11:34:21,12:09:35,Sleeping,1
2018-06-21,12:09:20,13:30:01,Chatting,2
2018-06-21,12:49:57,13:04:36,Phone Call,1
2018-06-21,13:11:27,13:25:51,Have a rest,1
2018-06-21,13:29:48,13:45:56,Eating,1
2018-06-21,14:35:16,14:54:17,Eating,1
2018-06-21,14:50:17,15:30:05,Have a rest,1
2018-06-21,15:37:35,15:40:35,Phone Call,1
2018-06-21,16:28:05,16:48:55,Sleeping,1
2018-06-21,17:31:48,17:35:10,Have a rest,1
2018-06-21,18:05:17,18:23:41,Have a rest,1
2018-06-21,18:35:56,18:56:14,Eating,2
2018-06-21,18:38:14,18:55:06,Have a rest,1
2018-06-21,18:56:26,19:46:31,Have a rest,1
2018-06-21,19:53:13,19:56:47,Phone Call,1
2018-06-21,20:20:37,22:10:10,Sleeping,1
2018-06-21,22:47:30,1:51:43,Playing a game,3
2018-06-22,5:08:35,8:47:37,Sleeping,1
2018-06-22,9:15:18,9:31:24,Have a rest,1
2018-06-22,10:11:21,10:56:46,Playing a game,2
2018-06-22,10:42:55,11:20:42,Have a rest,1
2018-06-22,11:52:59,11:55:50,Phone Call,1
2018-06-22,11:55:50,12:04:31,Have a rest,1
2018-06-22,12:02:28,12:20:54,Have a rest,1
2018-06-22,14:20:05,14:33:31,Eating,1
2018-06-22,14:55:30,14:57:11,Phone Call,1
2018-06-22,14:58:20,15:02:43,Have a rest,1
2018-06-22,15:00:42,15:40:17,Sleeping,1
2018-06-22,15:21:10,15:31:05,Have a rest,2
2018-06-22,15:40:31,16:22:41,Sleeping,1
2018-06-22,16:27:15,16:31:08,Have a rest,1
2018-06-22,18:11:41,18:18:50,Have a rest,1
2018-06-22,20:08:53,20:24:34,Eating,1
2018-06-22,21:58:11,23:06:08,Playing a game,2
2018-06-23,0:35:18,12:16:13,Sleeping,1
2018-06-23,2:21:40,7:18:39,Sleeping,1
2018-06-23,7:41:25,9:12:58,Have a rest,1
2018-06-23,17:30:52,18:43:06,Playing a game,2
2018-06-23,17:46:35,17:50:28,Have a rest,1
2018-06-23,18:52:43,19:36:10,Playing a game,1
2018-06-23,21:40:51,21:45:56,Playing a game,1
2018-06-23,22:21:07,2:39:10,Sleeping,1
2018-06-24,4:27:28,13:24:20,Sleeping,3
2018-06-24,14:16:10,15:25:45,Playing a game,1
2018-06-24,15:28:00,15:29:25,Have a rest,1
2018-06-24,15:28:16,16:20:13,Playing a game,2
2018-06-24,16:20:20,18:18:40,Sleeping,2
2018-06-24,18:35:31,18:56:21,Eating,1
2018-06-24,19:11:02,20:00:18,Sleeping,1
2018-06-24,19:41:52,21:11:56,Sleeping,1
2018-06-24,20:30:40,20:34:50,Have a rest,1
2018-06-24,20:35:48,20:46:56,Have a rest,1
2018-06-24,22:20:12,22:24:21,Have a rest,1
2018-06-24,23:29:07,0:42:55,Playing a game,2
2018-06-24,23:51:10,23:51:53,Have a rest,1
2018-06-24,23:52:13,23:59:25,Have a rest,1
2018-06-25,10:50:48,11:11:56,Have a rest,1
2018-06-25,12:02:36,12:17:02,Have a rest,1
2018-06-25,12:44:06,13:20:17,Sleeping,1
2018-06-25,13:03:48,13:20:08,Eating,1
2018-06-25,13:17:26,13:40:17,Eating,1
2018-06-25,13:20:45,13:56:14,Sleeping,1
2018-06-25,13:23:29,14:02:58,Sleeping,1
2018-06-25,13:29:12,14:03:54,Have a rest,1
2018-06-25,14:00:37,14:58:16,Sleeping,1
2018-06-25,15:55:42,17:52:03,Sleeping,1
2018-06-25,16:53:11,16:57:26,Phone Call,1
2018-06-25,17:41:55,18:01:24,Eating,1
2018-06-25,18:36:05,19:03:57,Sleeping,1
2018-06-25,18:47:46,19:01:50,Have a rest,1
2018-06-25,18:53:50,19:04:30,Eating,1
2018-06-25,19:30:27,19:39:22,Eating,1
2018-06-25,19:39:13,19:53:40,Eating,1
2018-06-25,20:01:34,20:42:44,Sleeping,1
2018-06-25,20:51:47,21:04:20,Have a rest,1
2018-06-25,21:12:49,22:11:05,Playing a game + Chatting,2
2018-06-26,9:16:45,9:22:19,Eating,1
2018-06-26,9:39:07,9:46:19,Eating,1
2018-06-26,10:20:00,10:41:16,Eating,1
2018-06-26,11:02:57,11:23:16,Have a rest,1
2018-06-26,11:45:45,11:55:33,Chatting,2
2018-06-26,11:55:33,12:09:23,Have a rest,1
2018-06-26,12:11:38,12:25:18,Have a rest,1
2018-06-26,12:35:18,14:25:17,Sleeping,1
2018-06-26,13:08:28,13:25:06,Eating,1
2018-06-26,13:16:04,13:28:44,Have a rest,2
2018-06-26,13:26:26,14:17:11,Sleeping,1
2018-06-26,13:35:25,13:51:27,Have a rest,2
2018-06-26,14:24:15,14:46:00,Eating,1
2018-06-26,14:26:20,15:11:35,Sleeping,1
2018-06-26,15:02:48,15:20:35,Chatting,2
2018-06-26,15:25:25,17:11:11,Sleeping,1
2018-06-26,15:53:00,16:35:25,Have a rest,1
2018-06-26,15:56:25,16:47:25,Sleeping,1
2018-06-26,16:40:11,17:20:25,Sleeping,1
2018-06-26,17:16:27,17:17:05,Have a rest,1
2018-06-26,17:34:40,17:38:50,Phone Call,1
2018-06-26,17:45:52,17:47:07,Phone Call,1
2018-06-26,18:01:29,19:45:39,Sleeping,1
2018-06-26,19:45:08,19:51:51,Eating,1
2018-06-26,19:51:51,20:00:34,Chatting,1
2018-06-26,20:00:16,20:20:18,Sleeping,1
2018-06-26,21:49:32,22:12:15,Phone Call,1
2018-06-27,9:19:36,9:23:33,Have a rest,1
2018-06-27,9:40:44,9:53:47,Eating,1
2018-06-27,10:01:48,10:17:16,Have a rest,1
2018-06-27,10:14:10,10:30:32,Chatting,2
